"","param_1","param_2","const","size_data","ratio_noise_data"
"1",1.95720531084761,3.85832325681237,9.66184005546534,"1000","1"
"2",2.00824272592635,3.85525175159828,9.5079195463196,"1000","1"
"3",1.89549444143128,3.79955764044173,9.614285072895,"1000","1"
"4",2.23003860593765,3.85451139274233,9.88254982435748,"1000","1"
"5",1.99135456527816,3.77876565290507,9.25086686391878,"1000","1"
"6",2.05315619221662,3.97619548634614,9.75855426163283,"1000","1"
"7",1.88528196270973,3.81336024885111,9.59298842104672,"1000","1"
"8",1.88766849291759,3.86359507342988,9.78378120425282,"1000","1"
"9",1.81935121117873,3.918891857968,9.80216073244151,"1000","1"
"10",1.74106902830754,3.83775568048662,9.60051699084601,"1000","1"
"11",2.24908842006637,3.97887398264439,10.0805456069774,"1000","1"
"12",1.66797133124916,3.88920786755059,9.76220163287284,"1000","1"
"13",1.89039942216615,3.98717729267984,10.0270081457788,"1000","1"
"14",1.93111235958747,3.9620512684638,9.97503073991521,"1000","1"
"15",1.97622852160712,3.95044645605564,9.93466001737919,"1000","1"
"16",2.19532759630832,3.95728134700536,10.1389194475846,"1000","1"
"17",1.86656953541458,3.93379279948309,9.78483867441844,"1000","1"
"18",2.02526240026106,3.93982967946242,9.85381237805013,"1000","1"
"19",1.88454526912969,3.95015849409262,10.0303142879793,"1000","1"
"20",2.0415975154036,3.93242548231486,9.99757605401211,"1000","1"
"21",2.13862317234127,3.93927938114572,9.89575744836421,"1000","1"
"22",2.12207738892625,3.95306118111772,9.91810521725976,"1000","1"
"23",1.78749043433225,3.84770228618372,9.58535174430605,"1000","1"
"24",2.07645979969924,3.88920657171064,9.5904851996346,"1000","1"
"25",1.709555653581,3.92200287530743,10.2762667467431,"1000","1"
"26",1.91304059276438,3.79871531605962,9.54102807188292,"1000","1"
"27",1.80614507468471,3.82529408018362,9.50804186824172,"1000","1"
"28",1.84785957764474,3.87155246718283,9.92926094539103,"1000","1"
"29",1.84964094195872,3.9540788450864,10.1006306141401,"1000","1"
"30",2.10013108511836,3.93190524278881,9.84322113844738,"1000","1"
"31",1.89894401796161,3.90475738481336,9.76218525108964,"1000","1"
"32",1.7673583384037,3.97891234601191,10.1639467657874,"1000","1"
"33",1.82760481134221,4.02725785334569,10.2387181840287,"1000","1"
"34",1.90677216963658,3.79044878764471,9.43634672257566,"1000","1"
"35",1.93510415195553,3.95166528548812,10.2102384788092,"1000","1"
"36",1.96704295552884,3.88401728031057,9.57820505207469,"1000","1"
"37",1.85355573255207,3.94622397988951,10.1092923241216,"1000","1"
"38",2.10600046227836,3.93355202692568,9.86198708512232,"1000","1"
"39",1.74046631498251,3.95249340453226,9.87540695537251,"1000","1"
"40",1.88026300986681,3.90959882400465,9.60846161719892,"1000","1"
"41",1.97585282099092,3.84240740849135,9.62147756433723,"1000","1"
"42",1.76613316816649,3.95007661314369,10.0613847548833,"1000","1"
"43",1.90481871405215,3.97152950794671,10.0819604426267,"1000","1"
"44",2.00697825762227,3.89741880486483,9.72074974521485,"1000","1"
"45",1.92890216009679,3.9387968367787,9.97838284755726,"1000","1"
"46",1.94667869944438,3.95672537425683,9.91487714672617,"1000","1"
"47",1.97583939854941,3.89806399133996,9.42689975349796,"1000","1"
"48",1.98325235451386,3.91503443401973,9.81308026753605,"1000","1"
"49",1.81344245771049,3.83392465755553,9.53828293536283,"1000","1"
"50",1.73726651982843,4.03995676731556,10.3849998216161,"1000","1"
"51",1.89881525525985,3.88545242353049,9.73317028782715,"1000","10"
"52",1.89616726816811,3.87058341850072,9.64199754129404,"1000","10"
"53",1.94439141097829,3.8891653809189,9.69787279757437,"1000","10"
"54",1.94398641493811,3.8770855439223,9.72157343686793,"1000","10"
"55",1.88108756739493,3.92648923994423,9.83088398170229,"1000","10"
"56",2.00227808176666,3.90020599088192,9.78850434209041,"1000","10"
"57",1.945413562706,3.8914572293577,9.69167278921865,"1000","10"
"58",1.90496595777819,3.93567641149696,9.83004229322236,"1000","10"
"59",1.90394703534538,3.93339780371715,9.84002206453016,"1000","10"
"60",1.91493965301265,3.87727862212461,9.74202217666921,"1000","10"
"61",1.8681440241539,3.91952948067326,9.79317988967891,"1000","10"
"62",1.91933323956676,3.89864958168274,9.73731734399439,"1000","10"
"63",1.88802180438621,3.90459568614211,9.78253997951575,"1000","10"
"64",1.942925135424,3.95096310743254,9.93684962643465,"1000","10"
"65",1.92233075236682,3.89607606895118,9.68293345900422,"1000","10"
"66",1.83258325372817,3.90975824968096,9.78724119126836,"1000","10"
"67",1.94685919318991,3.89297766489801,9.68401921365193,"1000","10"
"68",1.90559029876942,3.88406554934044,9.77015793817757,"1000","10"
"69",1.92050383525877,3.89396447544172,9.77884852483005,"1000","10"
"70",1.94290835986433,3.90498566754654,9.80469854995739,"1000","10"
"71",1.94734317583308,3.87941397889424,9.61666589250444,"1000","10"
"72",1.91974365110627,3.91037177554191,9.87905492997643,"1000","10"
"73",1.9309338460551,3.92295895847886,9.84705187737485,"1000","10"
"74",1.91760229595352,3.91633946474059,9.83009195569523,"1000","10"
"75",1.8949995035298,3.91031821132691,9.81285314377564,"1000","10"
"76",1.96257248670373,3.88994176882013,9.57814252694457,"1000","10"
"77",1.88734799016486,3.88286198984938,9.76150101658354,"1000","10"
"78",1.91190535347171,3.90143737877178,9.69119695239867,"1000","10"
"79",1.90230565422629,3.86605859689393,9.69824759219251,"1000","10"
"80",1.9324009075556,3.91577620469709,9.76972766637036,"1000","10"
"81",1.93592069866002,3.89869306835615,9.80861758849177,"1000","10"
"82",1.82955872233986,3.87586238897011,9.69958027484463,"1000","10"
"83",1.94501624601414,3.90220844590873,9.77910246468226,"1000","10"
"84",1.99043170724121,3.91711497016142,9.80488674617322,"1000","10"
"85",1.90916895448238,3.88592251212829,9.76999545458321,"1000","10"
"86",1.90870076303874,3.92453632158468,9.82315116339409,"1000","10"
"87",1.97085867398553,3.90610857720349,9.78556825930753,"1000","10"
"88",1.92619242926224,3.91421815531401,9.91819065171589,"1000","10"
"89",1.96101192540392,3.91052953463837,9.87830023274069,"1000","10"
"90",1.92177087124312,3.90176257591064,9.84858943806025,"1000","10"
"91",1.95186455888327,3.89885677500734,9.73874758755072,"1000","10"
"92",1.94450229240485,3.89878263430469,9.74204253962782,"1000","10"
"93",1.94550181001175,3.87885808355933,9.77383329500932,"1000","10"
"94",1.98376984454507,3.92509297745829,9.90766451386096,"1000","10"
"95",1.98572957507828,3.88984014837504,9.62339026182143,"1000","10"
"96",1.9456642044127,3.9219352507113,9.90313093959006,"1000","10"
"97",1.96813917954327,3.90941577469677,9.78429266128141,"1000","10"
"98",1.87978008450148,3.87764479937987,9.68450681473334,"1000","10"
"99",1.89441687685805,3.8984472178203,9.67325410036416,"1000","10"
"100",1.85229678991764,3.94570035243233,9.89583579570402,"1000","10"
"101",1.99432194350007,3.98514884691111,9.94332099119462,"10000","1"
"102",1.97019659608564,4.02116321725911,10.0403166414771,"10000","1"
"103",2.01445800895379,4.00414533247685,9.9235242320276,"10000","1"
"104",2.04725886399854,3.96595929884469,9.81622825730857,"10000","1"
"105",2.05918221570226,4.02064491387037,10.1508825202555,"10000","1"
"106",2.00641419424717,3.99360320065801,9.86926370182836,"10000","1"
"107",2.03017564378607,3.98649817183556,9.91126797616925,"10000","1"
"108",2.0036567125831,4.01557884691709,10.0680938584707,"10000","1"
"109",2.01455363658628,4.01351886106374,10.0785560926032,"10000","1"
"110",2.07127368099075,4.0071834437703,10.0441120058431,"10000","1"
"111",1.98008351701263,4.03823686317179,10.186954058989,"10000","1"
"112",2.02673443687803,3.98804954242979,10.0275186733033,"10000","1"
"113",1.99646000046811,4.02405248755905,10.1186817871452,"10000","1"
"114",1.95414082447163,4.05088767059341,10.2237071495672,"10000","1"
"115",1.9974657640148,4.00287511109762,9.92909471669699,"10000","1"
"116",2.04330054727637,4.01338244584108,9.97808322318176,"10000","1"
"117",1.95443415093753,4.0123224933445,10.0455456692802,"10000","1"
"118",1.92775612804483,3.99757931296712,9.93447118121545,"10000","1"
"119",2.05088609188453,4.00933332515029,10.036355139837,"10000","1"
"120",1.99371155221979,4.01306042081152,10.0992200447958,"10000","1"
"121",2.03773704969537,4.03316541773931,10.2036151696247,"10000","1"
"122",1.99600420484833,4.00630720606249,10.1012801801171,"10000","1"
"123",2.04649306543358,3.99551731411072,9.88802006338045,"10000","1"
"124",1.95679011967924,4.01606390553784,10.0434110570373,"10000","1"
"125",2.00345803277513,4.01525877640593,10.1134828520207,"10000","1"
"126",2.00751296281724,4.04237876049775,10.0932400582651,"10000","1"
"127",1.98884383416554,4.0171370020457,10.1010105203841,"10000","1"
"128",2.01218664214332,4.00049524439348,9.97471849616594,"10000","1"
"129",1.9969804384922,4.06466613627078,10.3597628401685,"10000","1"
"130",2.01356867673096,4.04650759660736,10.1535133381187,"10000","1"
"131",2.03021010130218,4.00489988830668,10.1162004146949,"10000","1"
"132",1.92364899774709,4.0205322135949,10.0993052375676,"10000","1"
"133",1.94121112701191,4.05502173691271,10.1948836346701,"10000","1"
"134",2.04382767658751,4.00007595491188,10.0196905554175,"10000","1"
"135",1.9672958928721,4.0253014391177,10.1345755873217,"10000","1"
"136",2.06474080968448,4.01912046153656,10.0828759522316,"10000","1"
"137",1.93370327611024,4.01077183630534,10.0713893934307,"10000","1"
"138",1.99662649426208,4.02950536593682,9.99563526802164,"10000","1"
"139",1.97743570890768,4.0346270170448,10.1296104215137,"10000","1"
"140",2.0027288378527,3.97604357868502,9.87445278671517,"10000","1"
"141",1.98721901894925,3.99309988577807,9.92349594715039,"10000","1"
"142",1.95206937621358,4.0105100620594,10.1111473884663,"10000","1"
"143",1.99195632062099,3.97061020745306,9.89796543510001,"10000","1"
"144",1.99427952277025,4.00040947884467,10.085194317039,"10000","1"
"145",2.01865503946359,4.02264766926605,10.1870175059698,"10000","1"
"146",2.0025907818747,4.02180900428299,10.1207027445601,"10000","1"
"147",1.98138556280873,4.01649813834794,10.0466671844026,"10000","1"
"148",1.9916743758201,3.98258885696065,9.95271472582093,"10000","1"
"149",2.07330905744466,4.00500497772315,9.98644636749129,"10000","1"
"150",1.96914589521817,4.01894557123786,10.0954972529049,"10000","1"
"151",2.00202086213827,4.02582279941062,10.071012564302,"10000","10"
"152",2.00453342522687,4.02288584770317,10.0620029776873,"10000","10"
"153",2.01654427638948,4.02396978403795,10.1034561607892,"10000","10"
"154",2.00517560721266,4.01962567253302,10.0715555923306,"10000","10"
"155",2.02044996190573,4.02297590634272,10.0679202610183,"10000","10"
"156",2.00763760726298,4.01735682544409,10.0646538402856,"10000","10"
"157",2.01492354807851,4.0263158027893,10.1098444527449,"10000","10"
"158",1.99878703596869,4.02059824972002,10.0911924752364,"10000","10"
"159",1.99903479497505,4.01992191276224,10.0574436448608,"10000","10"
"160",2.00655495214779,4.01594015812023,10.0612032843189,"10000","10"
"161",2.00562052707365,4.01511974174565,10.0586633068878,"10000","10"
"162",2.02685982650888,4.02191332253817,10.0782890747772,"10000","10"
"163",2.00781614340626,4.02333599295058,10.0988598067735,"10000","10"
"164",1.99772806099377,4.01863966389961,10.0762752662955,"10000","10"
"165",1.9953023322307,4.03659624571282,10.1219713035225,"10000","10"
"166",2.00849615588463,4.01658998030419,10.0585127791723,"10000","10"
"167",2.00911659372753,4.02882157179785,10.0919615364514,"10000","10"
"168",1.9898220067623,4.01796581913765,10.061176043103,"10000","10"
"169",2.01549638666509,4.00953997805762,10.0030896755298,"10000","10"
"170",2.00842972261627,4.02851507108218,10.1192471375877,"10000","10"
"171",1.99462413899759,4.01981879739106,10.0763862201557,"10000","10"
"172",2.0067642613514,4.0328943122606,10.1247672173508,"10000","10"
"173",2.01178025534429,4.03203740007033,10.0980453573119,"10000","10"
"174",2.020469085662,4.02148115869229,10.0710872872689,"10000","10"
"175",1.99145987726784,4.02443740405191,10.0741469710903,"10000","10"
"176",2.00385807429006,4.0283367905423,10.098681768607,"10000","10"
"177",2.0062602149876,4.0233996703065,10.0510629630636,"10000","10"
"178",1.98483157155571,4.01674096084877,10.0737128092101,"10000","10"
"179",2.00191079564181,4.0365261193497,10.1288762413402,"10000","10"
"180",2.04283734799834,4.01277003557885,10.0426694710537,"10000","10"
"181",2.01512122045045,4.02386003789218,10.0791828662847,"10000","10"
"182",1.99602562750326,4.02090429029028,10.0676023347206,"10000","10"
"183",2.01258792840632,4.03062039626165,10.133065270848,"10000","10"
"184",1.99493212854971,4.03459968556291,10.1191355466243,"10000","10"
"185",2.00913504540972,4.01946368221933,10.0658313658948,"10000","10"
"186",1.99656895192177,4.04209992831466,10.1567117231957,"10000","10"
"187",2.01202592940264,4.03238201333416,10.1211758420768,"10000","10"
"188",1.99148719418148,4.02496401974825,10.1057390706921,"10000","10"
"189",2.01887332015551,4.0272600658831,10.0899334728103,"10000","10"
"190",2.00236575673501,4.02943697233823,10.1248511166542,"10000","10"
"191",1.99657399713884,4.03443041156833,10.1442795387243,"10000","10"
"192",1.98886220332684,4.02978698820601,10.1116186986,"10000","10"
"193",2.02776065383025,4.02190572804052,10.0630671042411,"10000","10"
"194",2.01993356532992,4.01924699243099,10.0690816553204,"10000","10"
"195",2.01765944240344,4.03948889357403,10.1518694573715,"10000","10"
"196",2.02289713909132,4.02947706255936,10.1030062983702,"10000","10"
"197",2.0219516671609,4.02992963653021,10.1102237439598,"10000","10"
"198",2.03911375948582,4.04144505982521,10.1127046633562,"10000","10"
"199",2.0207654456573,4.02644467160439,10.1297076834945,"10000","10"
"200",2.0154021526198,4.02490875743185,10.1008803453816,"10000","10"
"201",2.00688744101713,3.99197645412477,10.0004764756957,"1e+05","1"
"202",1.99764864695862,3.99455807146978,10.0042833854264,"1e+05","1"
"203",2.00414481478445,3.99363250101349,10.0123841014953,"1e+05","1"
"204",2.01646957705112,3.99379900486606,10.0008501545986,"1e+05","1"
"205",2.00716729959284,4.00548551209658,10.0619235141108,"1e+05","1"
"206",1.9988959980227,3.99413239196296,10.0355869607465,"1e+05","1"
"207",1.99047401784292,3.99676306747295,10.0422322124313,"1e+05","1"
"208",2.01900778188361,3.99808239712932,10.0184484918483,"1e+05","1"
"209",2.03547321023732,3.99557266179049,10.0029087235689,"1e+05","1"
"210",1.98473277347151,4.00366080174341,10.0509031275869,"1e+05","1"
"211",2.00909950401288,3.99906477223455,10.0465222962998,"1e+05","1"
"212",2.02056153841198,3.99022258945551,9.98760483071677,"1e+05","1"
"213",2.01295274263767,3.99295889378902,10.0306572538548,"1e+05","1"
"214",2.02315765507759,3.99202262953417,9.99048211145,"1e+05","1"
"215",2.0214930426614,3.98480421863312,9.97673708335689,"1e+05","1"
"216",2.00638394975874,3.99961358693441,10.0214076104936,"1e+05","1"
"217",2.02512720179092,3.99113158162279,10.0072849150575,"1e+05","1"
"218",2.01019318888621,4.00231203430335,10.0564822925068,"1e+05","1"
"219",2.01083566322703,3.9916906736712,10.0209411637439,"1e+05","1"
"220",1.99836565813744,3.99994339054899,10.0286492430485,"1e+05","1"
"221",2.00765324885399,3.98549632652428,9.99731092924083,"1e+05","1"
"222",2.02174087114772,3.99174235695433,10.0212746436409,"1e+05","1"
"223",2.02454736776314,3.98635244544402,9.98112859207136,"1e+05","1"
"224",2.02411830307417,3.9945571623286,9.99637882736134,"1e+05","1"
"225",2.00308377384291,3.98061265207136,9.98425963912196,"1e+05","1"
"226",2.0085583197134,3.99802501800439,10.0326389924199,"1e+05","1"
"227",2.00895365464815,4.00655543195476,10.068892894174,"1e+05","1"
"228",2.00976526500781,4.00198707846423,10.0317675787922,"1e+05","1"
"229",2.014831647874,4.00443099165934,10.0479002772347,"1e+05","1"
"230",2.01809486985963,3.99735374673736,10.0145788484861,"1e+05","1"
"231",2.01452907673976,3.99347136690838,9.98776688346278,"1e+05","1"
"232",2.01523775131222,3.99052264470071,10.0082376609362,"1e+05","1"
"233",2.00874798486363,3.9974909523242,10.0404264643932,"1e+05","1"
"234",2.02190696847319,3.99896914335139,10.0760383875784,"1e+05","1"
"235",2.01818295523485,4.00250550039661,10.0320117613708,"1e+05","1"
"236",1.99848303433491,4.00193724804868,10.0466424191002,"1e+05","1"
"237",1.99653532252756,3.99648202531737,10.0172426463948,"1e+05","1"
"238",2.02013237705056,3.98639842041115,9.97946757809418,"1e+05","1"
"239",2.00325543787245,3.99951903541624,10.0548193853549,"1e+05","1"
"240",1.97112274550918,3.99903292012752,10.0371839146125,"1e+05","1"
"241",2.0039587046758,3.99827446804226,10.0566009366257,"1e+05","1"
"242",2.00623643360866,3.99754423043263,10.024822200523,"1e+05","1"
"243",2.02476405592348,3.99557966126199,10.0220961039636,"1e+05","1"
"244",1.99734038256914,3.9996508023413,10.0057727622205,"1e+05","1"
"245",2.01806627481294,3.98005649716241,9.95199917858335,"1e+05","1"
"246",2.0127248412818,3.99978872167813,10.0196787327177,"1e+05","1"
"247",2.02032216372332,3.99734892860481,10.0258059809867,"1e+05","1"
"248",2.00759467157514,3.99941704689054,10.0414402796575,"1e+05","1"
"249",1.99885896926003,3.98964520163158,9.99978197487331,"1e+05","1"
"250",2.03486767689724,3.99703663853242,10.045896051783,"1e+05","1"
"251",2.00599936152612,3.99422739023612,10.0111458539433,"1e+05","10"
"252",2.01314399375946,3.99987262060272,10.0234525095264,"1e+05","10"
"253",2.00861866817981,3.99794491097426,10.0270570692501,"1e+05","10"
"254",2.0072236613965,3.99989544589258,10.0275389879452,"1e+05","10"
"255",2.00868521149612,3.99236414674902,10.011851390808,"1e+05","10"
"256",2.01206915981072,3.99990824258723,10.0346000041776,"1e+05","10"
"257",2.01213238183384,3.99287262448602,10.0047227421281,"1e+05","10"
"258",2.01189563323873,3.99714883110127,10.0241892891459,"1e+05","10"
"259",2.0110938521198,3.99674455686447,10.0304146908422,"1e+05","10"
"260",2.00364145304695,3.99134698970528,10.0078263774599,"1e+05","10"
"261",2.00380711037401,3.99386015294834,10.0071762513079,"1e+05","10"
"262",2.00992410887662,3.99373764160322,10.0006790817022,"1e+05","10"
"263",2.00687283245651,3.99594877231814,10.009789805565,"1e+05","10"
"264",2.01130562381747,3.99860238806171,10.0241236121958,"1e+05","10"
"265",2.00238524700001,3.99837676530255,10.0313785516697,"1e+05","10"
"266",2.00795265518247,3.99439317086497,10.0035242104863,"1e+05","10"
"267",2.01111786912541,3.99752626282823,10.0222745414294,"1e+05","10"
"268",2.01583020668954,3.99569176561651,10.0075669774296,"1e+05","10"
"269",2.00309827856449,3.99342734093516,10.0071716467084,"1e+05","10"
"270",2.00314866499585,3.99339156038677,9.99403137420426,"1e+05","10"
"271",2.01003660154527,3.9990838624796,10.0268736548875,"1e+05","10"
"272",2.00571474801694,3.99852716577274,10.0321097327565,"1e+05","10"
"273",2.0121363461993,3.99679265537039,10.0152205865092,"1e+05","10"
"274",2.00669577955464,3.99642247158679,10.0320711568214,"1e+05","10"
"275",2.00784031169125,3.99866667910046,10.0318837598607,"1e+05","10"
"276",2.01241706886758,3.99269559282147,10.0018718094477,"1e+05","10"
"277",2.00223449784721,3.99108093577476,10.0041096290048,"1e+05","10"
"278",2.0045967375052,3.9976098183943,10.0133499069167,"1e+05","10"
"279",2.01287263860962,3.99341957668373,10.0206679785458,"1e+05","10"
"280",2.00650521516022,3.99925856365636,10.0189109590533,"1e+05","10"
"281",2.01002473486323,3.99885202253993,10.0140140852775,"1e+05","10"
"282",2.00988918301376,3.99953007729064,10.0304478688443,"1e+05","10"
"283",2.0047024289036,3.99295262477773,10.0075698856249,"1e+05","10"
"284",2.01703595846013,3.99981629726558,10.0292806690152,"1e+05","10"
"285",2.00789217757375,3.99201608636205,10.0059870417008,"1e+05","10"
"286",2.00521512108265,3.99869549638513,10.0243407700563,"1e+05","10"
"287",2.00686435571831,3.99627991357995,10.0211923830579,"1e+05","10"
"288",2.01313378893898,3.99479711860003,10.017978053779,"1e+05","10"
"289",2.0059987648302,3.99753356161573,10.0188338141297,"1e+05","10"
"290",2.00180839565221,3.99570354610471,10.0264066366721,"1e+05","10"
"291",2.00087825579129,3.99416065466904,10.0140003611472,"1e+05","10"
"292",2.01108703652913,3.99709213334507,10.0287127438316,"1e+05","10"
"293",2.01425388330637,3.99783507185065,10.026626589321,"1e+05","10"
"294",2.00376255804756,3.99874789221932,10.0306887735405,"1e+05","10"
"295",2.00459867887409,3.99722042832332,10.0310045198264,"1e+05","10"
"296",2.01052905820378,3.99936955020394,10.0282434121079,"1e+05","10"
"297",2.00551411852636,3.99679758586493,10.0234812876496,"1e+05","10"
"298",2.00641394076226,3.99062895588891,9.99392846802565,"1e+05","10"
"299",2.00905806653126,3.99507699118675,10.0172689259572,"1e+05","10"
"300",2.01199789084536,3.99723024226235,10.0255445974319,"1e+05","10"
